student_id,date,beers_consumed
S002,2024-10-09 16:46:43.729780,2
S002,2024-10-10 16:46:43.729780,0
S002,2024-10-11 16:46:43.729780,3
S002,2024-10-12 16:46:43.729780,5
S002,2024-10-13 16:46:43.729780,1
S002,2024-10-14 16:46:43.729780,0
S002,2024-10-15 16:46:43.729780,8
S002,2024-10-16 16:46:43.729780,1
S002,2024-10-17 16:46:43.729780,2
S003,2024-09-18 16:46:43.729780,3
S003,2024-09-19 16:46:43.729780,4
S003,2024-09-20 16:46:43.729780,3
S003,2024-09-21 16:46:43.729780,0
S003,2024-09-22 16:46:43.729780,0
S003,2024-09-23 16:46:43.729780,3
S003,2024-09-24 16:46:43.729780,1
S003,2024-09-25 16:46:43.729780,2
S003,2024-09-26 16:46:43.729780,3
S003,2024-09-27 16:46:43.729780,5
S003,2024-09-28 16:46:43.729780,2
S003,2024-09-29 16:46:43.729780,3
S003,2024-09-30 16:46:43.729780,2
S003,2024-10-01 16:46:43.729780,0
S003,2024-10-02 16:46:43.729780,0
S003,2024-10-03 16:46:43.729780,1
S003,2024-10-04 16:46:43.729780,1
S003,2024-10-05 16:46:43.729780,3
S003,2024-10-06 16:46:43.729780,1
S003,2024-10-07 16:46:43.729780,0
S003,2024-10-08 16:46:43.729780,1
S003,2024-10-09 16:46:43.729780,1
S003,2024-10-10 16:46:43.729780,0
S003,2024-10-11 16:46:43.729780,1
S003,2024-10-12 16:46:43.729780,2
S003,2024-10-13 16:46:43.729780,0
S003,2024-10-14 16:46:43.729780,2
S003,2024-10-15 16:46:43.729780,2
S003,2024-10-16 16:46:43.729780,3
S003,2024-10-17 16:46:43.729780,1
S004,2024-09-18 16:46:43.729780,2
S004,2024-09-19 16:46:43.729780,2
S004,2024-09-20 16:46:43.729780,3
S004,2024-09-21 16:46:43.729780,1
S004,2024-09-22 16:46:43.729780,2
S004,2024-09-23 16:46:43.729780,1
S004,2024-09-24 16:46:43.729780,0
S004,2024-09-25 16:46:43.729780,1
S004,2024-09-26 16:46:43.729780,1
S004,2024-09-27 16:46:43.729780,5
S004,2024-09-28 16:46:43.729780,3
S004,2024-09-29 16:46:43.729780,0
S004,2024-09-30 16:46:43.729780,1
S004,2024-10-01 16:46:43.729780,2
S004,2024-10-02 16:46:43.729780,3
S004,2024-10-03 16:46:43.729780,1
S004,2024-10-04 16:46:43.729780,1
S004,2024-10-05 16:46:43.729780,1
S004,2024-10-06 16:46:43.729780,1
S004,2024-10-07 16:46:43.729780,3
S004,2024-10-08 16:46:43.729780,4
S004,2024-10-09 16:46:43.729780,1
S004,2024-10-10 16:46:43.729780,3
S004,2024-10-11 16:46:43.729780,2
S004,2024-10-12 16:46:43.729780,2
S004,2024-10-13 16:46:43.729780,0
S004,2024-10-14 16:46:43.729780,2
S004,2024-10-15 16:46:43.729780,1
S004,2024-10-16 16:46:43.729780,1
S004,2024-10-17 16:46:43.729780,1
S005,2024-09-18 16:46:43.729780,0
S005,2024-09-19 16:46:43.729780,3
S005,2024-09-20 16:46:43.729780,4
S005,2024-09-21 16:46:43.729780,4
S005,2024-09-22 16:46:43.729780,2
S005,2024-09-23 16:46:43.729780,0
S005,2024-09-24 16:46:43.729780,3
S005,2024-09-25 16:46:43.729780,2
S005,2024-09-26 16:46:43.729780,1
S005,2024-09-27 16:46:43.729780,2
S005,2024-09-28 16:46:43.729780,3
S005,2024-09-29 16:46:43.729780,2
S005,2024-09-30 16:46:43.729780,2
S005,2024-10-01 16:46:43.729780,4
S005,2024-10-02 16:46:43.729780,0
S005,2024-10-03 16:46:43.729780,3
S005,2024-10-04 16:46:43.729780,5
S005,2024-10-05 16:46:43.729780,1
S005,2024-10-06 16:46:43.729780,1
S005,2024-10-07 16:46:43.729780,3
S005,2024-10-08 16:46:43.729780,1
S005,2024-10-09 16:46:43.729780,1
S005,2024-10-10 16:46:43.729780,2
S005,2024-10-11 16:46:43.729780,2
S005,2024-10-12 16:46:43.729780,3
S005,2024-10-13 16:46:43.729780,1
S005,2024-10-14 16:46:43.729780,3
S005,2024-10-15 16:46:43.729780,2
S005,2024-10-16 16:46:43.729780,2
S005,2024-10-17 16:46:43.729780,6
S006,2024-09-18 16:46:43.729780,3
S006,2024-09-19 16:46:43.729780,3
S006,2024-09-20 16:46:43.729780,2
S006,2024-09-21 16:46:43.729780,4
S006,2024-09-22 16:46:43.729780,0
S006,2024-09-23 16:46:43.729780,2
S006,2024-09-24 16:46:43.729780,1
S006,2024-09-25 16:46:43.729780,3
S006,2024-09-26 16:46:43.729780,2
S006,2024-09-27 16:46:43.729780,1
S006,2024-09-28 16:46:43.729780,1
S006,2024-09-29 16:46:43.729780,3
S006,2024-09-30 16:46:43.729780,1
S006,2024-10-01 16:46:43.729780,1
S006,2024-10-02 16:46:43.729780,2
S006,2024-10-03 16:46:43.729780,0
S006,2024-10-04 16:46:43.729780,3
S006,2024-10-05 16:46:43.729780,3
S006,2024-10-06 16:46:43.729780,1
S006,2024-10-07 16:46:43.729780,2
S006,2024-10-08 16:46:43.729780,3
S006,2024-10-09 16:46:43.729780,2
S006,2024-10-10 16:46:43.729780,3
S006,2024-10-11 16:46:43.729780,2
S006,2024-10-12 16:46:43.729780,0
S006,2024-10-13 16:46:43.729780,1
S006,2024-10-14 16:46:43.729780,1
S006,2024-10-15 16:46:43.729780,1
S006,2024-10-16 16:46:43.729780,1
S006,2024-10-17 16:46:43.729780,0
S007,2024-09-18 16:46:43.729780,2
S007,2024-09-19 16:46:43.729780,1
S007,2024-09-20 16:46:43.729780,3
S007,2024-09-21 16:46:43.729780,2
S007,2024-09-22 16:46:43.729780,2
S007,2024-09-23 16:46:43.729780,0
S007,2024-09-24 16:46:43.729780,1
S007,2024-09-25 16:46:43.729780,1
S007,2024-09-26 16:46:43.729780,3
S007,2024-09-27 16:46:43.729780,1
S007,2024-09-28 16:46:43.729780,2
S007,2024-09-29 16:46:43.729780,2
S007,2024-09-30 16:46:43.729780,3
S007,2024-10-01 16:46:43.729780,4
S007,2024-10-02 16:46:43.729780,0
S007,2024-10-03 16:46:43.729780,2
S007,2024-10-04 16:46:43.729780,1
S007,2024-10-05 16:46:43.729780,3
S007,2024-10-06 16:46:43.729780,1
S007,2024-10-07 16:46:43.729780,1
S007,2024-10-08 16:46:43.729780,2
S007,2024-10-09 16:46:43.729780,2
S007,2024-10-10 16:46:43.729780,0
S007,2024-10-11 16:46:43.729780,1
S007,2024-10-12 16:46:43.729780,4
S007,2024-10-13 16:46:43.729780,3
S007,2024-10-14 16:46:43.729780,0
S007,2024-10-15 16:46:43.729780,1
S007,2024-10-16 16:46:43.729780,0
S007,2024-10-17 16:46:43.729780,2
S008,2024-09-18 16:46:43.729780,1
S008,2024-09-19 16:46:43.729780,2
S008,2024-09-20 16:46:43.729780,4
S008,2024-09-21 16:46:43.729780,0
S008,2024-09-22 16:46:43.729780,2
S008,2024-09-23 16:46:43.729780,2
S008,2024-09-24 16:46:43.729780,1
S008,2024-09-25 16:46:43.729780,0
S008,2024-09-26 16:46:43.729780,3
S008,2024-09-27 16:46:43.729780,3
S008,2024-09-28 16:46:43.729780,2
S008,2024-09-29 16:46:43.729780,0
S008,2024-09-30 16:46:43.729780,1
S008,2024-10-01 16:46:43.729780,2
S008,2024-10-02 16:46:43.729780,5
S008,2024-10-03 16:46:43.729780,2
S008,2024-10-04 16:46:43.729780,3
S008,2024-10-05 16:46:43.729780,2
S008,2024-10-06 16:46:43.729780,2
S008,2024-10-07 16:46:43.729780,5
S008,2024-10-08 16:46:43.729780,4
S008,2024-10-09 16:46:43.729780,2
S008,2024-10-10 16:46:43.729780,0
S008,2024-10-11 16:46:43.729780,3
S008,2024-10-12 16:46:43.729780,2
S008,2024-10-13 16:46:43.729780,3
S008,2024-10-14 16:46:43.729780,1
S008,2024-10-15 16:46:43.729780,1
S008,2024-10-16 16:46:43.729780,5
S008,2024-10-17 16:46:43.729780,3
S009,2024-09-18 16:46:43.729780,4
S009,2024-09-19 16:46:43.729780,2
S009,2024-09-20 16:46:43.729780,1
S009,2024-09-21 16:46:43.729780,1
S009,2024-09-22 16:46:43.729780,0
S009,2024-09-23 16:46:43.729780,0
S009,2024-09-24 16:46:43.729780,3
S009,2024-09-25 16:46:43.729780,3
S009,2024-09-26 16:46:43.729780,4
S009,2024-09-27 16:46:43.729780,2
S009,2024-09-28 16:46:43.729780,4
S009,2024-09-29 16:46:43.729780,1
S009,2024-09-30 16:46:43.729780,2
S009,2024-10-01 16:46:43.729780,0
S009,2024-10-02 16:46:43.729780,5
S009,2024-10-03 16:46:43.729780,2
S009,2024-10-04 16:46:43.729780,2
S009,2024-10-05 16:46:43.729780,3
S009,2024-10-06 16:46:43.729780,2
S009,2024-10-07 16:46:43.729780,6
S009,2024-10-08 16:46:43.729780,2
S009,2024-10-09 16:46:43.729780,2
S009,2024-10-10 16:46:43.729780,2
S009,2024-10-11 16:46:43.729780,3
S009,2024-10-12 16:46:43.729780,3
S009,2024-10-13 16:46:43.729780,3
S009,2024-10-14 16:46:43.729780,6
S009,2024-10-15 16:46:43.729780,1
S009,2024-10-16 16:46:43.729780,2
S009,2024-10-17 16:46:43.729780,1
S010,2024-09-18 16:46:43.729780,2
S010,2024-09-19 16:46:43.729780,3
S010,2024-09-20 16:46:43.729780,3
S010,2024-09-21 16:46:43.729780,2
S010,2024-09-22 16:46:43.729780,1
S010,2024-09-23 16:46:43.729780,4
S010,2024-09-24 16:46:43.729780,1
S010,2024-09-25 16:46:43.729780,2
S010,2024-09-26 16:46:43.729780,2
S010,2024-09-27 16:46:43.729780,2
S010,2024-09-28 16:46:43.729780,0
S010,2024-09-29 16:46:43.729780,4
S010,2024-09-30 16:46:43.729780,1
S010,2024-10-01 16:46:43.729780,0
S010,2024-10-02 16:46:43.729780,2
S010,2024-10-03 16:46:43.729780,2
S010,2024-10-04 16:46:43.729780,3
S010,2024-10-05 16:46:43.729780,2
S010,2024-10-06 16:46:43.729780,0
S010,2024-10-07 16:46:43.729780,2
S010,2024-10-08 16:46:43.729780,2
S010,2024-10-09 16:46:43.729780,3
S010,2024-10-10 16:46:43.729780,2
S010,2024-10-11 16:46:43.729780,2
S010,2024-10-12 16:46:43.729780,0
S010,2024-10-13 16:46:43.729780,3
S010,2024-10-14 16:46:43.729780,3
S010,2024-10-15 16:46:43.729780,4
S010,2024-10-16 16:46:43.729780,0
S010,2024-10-17 16:46:43.729780,4
S011,2024-09-18 16:46:43.729780,0
S011,2024-09-19 16:46:43.729780,2
S011,2024-09-20 16:46:43.729780,1
S011,2024-09-21 16:46:43.729780,2
S011,2024-09-22 16:46:43.729780,2
S011,2024-09-23 16:46:43.729780,0
S011,2024-09-24 16:46:43.729780,2
S011,2024-09-25 16:46:43.729780,4
S011,2024-09-26 16:46:43.729780,1
S011,2024-09-27 16:46:43.729780,2
S011,2024-09-28 16:46:43.729780,3
S011,2024-09-29 16:46:43.729780,0
S011,2024-09-30 16:46:43.729780,2
S011,2024-10-01 16:46:43.729780,1
S011,2024-10-02 16:46:43.729780,0
S011,2024-10-03 16:46:43.729780,1
S011,2024-10-04 16:46:43.729780,3
S011,2024-10-05 16:46:43.729780,1
S011,2024-10-06 16:46:43.729780,2
S011,2024-10-07 16:46:43.729780,1
S011,2024-10-08 16:46:43.729780,5
S011,2024-10-09 16:46:43.729780,1
S011,2024-10-10 16:46:43.729780,4
S011,2024-10-11 16:46:43.729780,2
S011,2024-10-12 16:46:43.729780,0
S011,2024-10-13 16:46:43.729780,1
S011,2024-10-14 16:46:43.729780,3
S011,2024-10-15 16:46:43.729780,2
S011,2024-10-16 16:46:43.729780,3
S011,2024-10-17 16:46:43.729780,3
S012,2024-09-18 16:46:43.729780,1
S012,2024-09-19 16:46:43.729780,0
S012,2024-09-20 16:46:43.729780,1
S012,2024-09-21 16:46:43.729780,4
S012,2024-09-22 16:46:43.729780,2
S012,2024-09-23 16:46:43.729780,4
S012,2024-09-24 16:46:43.729780,3
S012,2024-09-25 16:46:43.729780,2
S012,2024-09-26 16:46:43.729780,3
S012,2024-09-27 16:46:43.729780,2
S012,2024-09-28 16:46:43.729780,2
S012,2024-09-29 16:46:43.729780,2
S012,2024-09-30 16:46:43.729780,3
S012,2024-10-01 16:46:43.729780,1
S012,2024-10-02 16:46:43.729780,2
S012,2024-10-03 16:46:43.729780,3
S012,2024-10-04 16:46:43.729780,2
S012,2024-10-05 16:46:43.729780,0
S012,2024-10-06 16:46:43.729780,1
S012,2024-10-07 16:46:43.729780,2
S012,2024-10-08 16:46:43.729780,2
S012,2024-10-09 16:46:43.729780,1
S012,2024-10-10 16:46:43.729780,0
S012,2024-10-11 16:46:43.729780,5
S012,2024-10-12 16:46:43.729780,2
S012,2024-10-13 16:46:43.729780,1
S012,2024-10-14 16:46:43.729780,2
S012,2024-10-15 16:46:43.729780,0
S012,2024-10-16 16:46:43.729780,2
S012,2024-10-17 16:46:43.729780,1
S013,2024-09-18 16:46:43.729780,3
S013,2024-09-19 16:46:43.729780,4
S013,2024-09-20 16:46:43.729780,2
S013,2024-09-21 16:46:43.729780,0
S013,2024-09-22 16:46:43.729780,2
S013,2024-09-23 16:46:43.729780,2
S013,2024-09-24 16:46:43.729780,3
S013,2024-09-25 16:46:43.729780,5
S013,2024-09-26 16:46:43.729780,2
S013,2024-09-27 16:46:43.729780,3
S013,2024-09-28 16:46:43.729780,3
S013,2024-09-29 16:46:43.729780,2
S013,2024-09-30 16:46:43.729780,5
S013,2024-10-01 16:46:43.729780,2
S013,2024-10-02 16:46:43.729780,5
S013,2024-10-03 16:46:43.729780,0
S013,2024-10-04 16:46:43.729780,1
S013,2024-10-05 16:46:43.729780,1
S013,2024-10-06 16:46:43.729780,2
S013,2024-10-07 16:46:43.729780,1
S013,2024-10-08 16:46:43.729780,1
S013,2024-10-09 16:46:43.729780,0
S013,2024-10-10 16:46:43.729780,3
S013,2024-10-11 16:46:43.729780,3
S013,2024-10-12 16:46:43.729780,0
S013,2024-10-13 16:46:43.729780,1
S013,2024-10-14 16:46:43.729780,2
S013,2024-10-15 16:46:43.729780,5
S013,2024-10-16 16:46:43.729780,1
S013,2024-10-17 16:46:43.729780,3
S014,2024-09-18 16:46:43.729780,0
S014,2024-09-19 16:46:43.729780,2
S014,2024-09-20 16:46:43.729780,1
S014,2024-09-21 16:46:43.729780,1
S014,2024-09-22 16:46:43.729780,2
S014,2024-09-23 16:46:43.729780,2
S014,2024-09-24 16:46:43.729780,1
S014,2024-09-25 16:46:43.729780,1
S014,2024-09-26 16:46:43.729780,1
S014,2024-09-27 16:46:43.729780,1
S014,2024-09-28 16:46:43.729780,3
S014,2024-09-29 16:46:43.729780,2
S014,2024-09-30 16:46:43.729780,5
S014,2024-10-01 16:46:43.729780,1
S014,2024-10-02 16:46:43.729780,3
S014,2024-10-03 16:46:43.729780,2
S014,2024-10-04 16:46:43.729780,3
S014,2024-10-05 16:46:43.729780,3
S014,2024-10-06 16:46:43.729780,3
S014,2024-10-07 16:46:43.729780,0
S014,2024-10-08 16:46:43.729780,3
S014,2024-10-09 16:46:43.729780,2
S014,2024-10-10 16:46:43.729780,1
S014,2024-10-11 16:46:43.729780,2
S014,2024-10-12 16:46:43.729780,3
S014,2024-10-13 16:46:43.729780,0
S014,2024-10-14 16:46:43.729780,2
S014,2024-10-15 16:46:43.729780,0
S014,2024-10-16 16:46:43.729780,0
S014,2024-10-17 16:46:43.729780,2
S015,2024-09-18 16:46:43.729780,1
S015,2024-09-19 16:46:43.729780,0
S015,2024-09-20 16:46:43.729780,1
S015,2024-09-21 16:46:43.729780,2
S015,2024-09-22 16:46:43.729780,3
S015,2024-09-23 16:46:43.729780,4
S015,2024-09-24 16:46:43.729780,2
S015,2024-09-25 16:46:43.729780,2
S015,2024-09-26 16:46:43.729780,2
S015,2024-09-27 16:46:43.729780,0
S015,2024-09-28 16:46:43.729780,2
S015,2024-09-29 16:46:43.729780,3
S015,2024-09-30 16:46:43.729780,1
S015,2024-10-01 16:46:43.729780,6
S015,2024-10-02 16:46:43.729780,1
S015,2024-10-03 16:46:43.729780,3
S015,2024-10-04 16:46:43.729780,1
S015,2024-10-05 16:46:43.729780,1
S015,2024-10-06 16:46:43.729780,3
S015,2024-10-07 16:46:43.729780,3
S015,2024-10-08 16:46:43.729780,3
S015,2024-10-09 16:46:43.729780,1
S015,2024-10-10 16:46:43.729780,6
S015,2024-10-11 16:46:43.729780,0
S015,2024-10-12 16:46:43.729780,1
S015,2024-10-13 16:46:43.729780,4
S015,2024-10-14 16:46:43.729780,0
S015,2024-10-15 16:46:43.729780,5
S015,2024-10-16 16:46:43.729780,2
S015,2024-10-17 16:46:43.729780,1
S016,2024-09-18 16:46:43.729780,0
S016,2024-09-19 16:46:43.729780,0
S016,2024-09-20 16:46:43.729780,4
S016,2024-09-21 16:46:43.729780,2
S016,2024-09-22 16:46:43.729780,2
S016,2024-09-23 16:46:43.729780,1
S016,2024-09-24 16:46:43.729780,0
S016,2024-09-25 16:46:43.729780,2
S016,2024-09-26 16:46:43.729780,1
S016,2024-09-27 16:46:43.729780,3
S016,2024-09-28 16:46:43.729780,0
S016,2024-09-29 16:46:43.729780,1
S016,2024-09-30 16:46:43.729780,1
S016,2024-10-01 16:46:43.729780,4
S016,2024-10-02 16:46:43.729780,3
S016,2024-10-03 16:46:43.729780,2
S016,2024-10-04 16:46:43.729780,2
S016,2024-10-05 16:46:43.729780,2
S016,2024-10-06 16:46:43.729780,2
S016,2024-10-07 16:46:43.729780,2
S016,2024-10-08 16:46:43.729780,1
S016,2024-10-09 16:46:43.729780,0
S016,2024-10-10 16:46:43.729780,4
S016,2024-10-11 16:46:43.729780,0
S016,2024-10-12 16:46:43.729780,3
S016,2024-10-13 16:46:43.729780,1
S016,2024-10-14 16:46:43.729780,2
S016,2024-10-15 16:46:43.729780,2
S016,2024-10-16 16:46:43.729780,5
S016,2024-10-17 16:46:43.729780,1
S017,2024-09-18 16:46:43.729780,1
S017,2024-09-19 16:46:43.729780,5
S017,2024-09-20 16:46:43.729780,1
S017,2024-09-21 16:46:43.729780,1
S017,2024-09-22 16:46:43.729780,3
S017,2024-09-23 16:46:43.729780,0
S017,2024-09-24 16:46:43.729780,1
S017,2024-09-25 16:46:43.729780,0
S017,2024-09-26 16:46:43.729780,0
S017,2024-09-27 16:46:43.729780,3
S017,2024-09-28 16:46:43.729780,3
S017,2024-09-29 16:46:43.729780,1
S017,2024-09-30 16:46:43.729780,2
S017,2024-10-01 16:46:43.729780,0
S017,2024-10-02 16:46:43.729780,0
S017,2024-10-03 16:46:43.729780,4
S017,2024-10-04 16:46:43.729780,1
S017,2024-10-05 16:46:43.729780,4
S017,2024-10-06 16:46:43.729780,4
S017,2024-10-07 16:46:43.729780,4
S017,2024-10-08 16:46:43.729780,2
S017,2024-10-09 16:46:43.729780,2
S017,2024-10-10 16:46:43.729780,3
S017,2024-10-11 16:46:43.729780,2
S017,2024-10-12 16:46:43.729780,5
S017,2024-10-13 16:46:43.729780,5
S017,2024-10-14 16:46:43.729780,1
S017,2024-10-15 16:46:43.729780,2
S017,2024-10-16 16:46:43.729780,1
S017,2024-10-17 16:46:43.729780,2
S018,2024-09-18 16:46:43.729780,4
S018,2024-09-19 16:46:43.729780,2
S018,2024-09-20 16:46:43.729780,4
S018,2024-09-21 16:46:43.729780,1
S018,2024-09-22 16:46:43.729780,3
S018,2024-09-23 16:46:43.729780,2
S018,2024-09-24 16:46:43.729780,3
S018,2024-09-25 16:46:43.729780,3
S018,2024-09-26 16:46:43.729780,1
S018,2024-09-27 16:46:43.729780,3
S018,2024-09-28 16:46:43.729780,1
S018,2024-09-29 16:46:43.729780,3
S018,2024-09-30 16:46:43.729780,4
S018,2024-10-01 16:46:43.729780,2
S018,2024-10-02 16:46:43.729780,3
S018,2024-10-03 16:46:43.729780,3
S018,2024-10-04 16:46:43.729780,3
S018,2024-10-05 16:46:43.729780,3
S018,2024-10-06 16:46:43.729780,1
S018,2024-10-07 16:46:43.729780,0
S018,2024-10-08 16:46:43.729780,4
S018,2024-10-09 16:46:43.729780,1
S018,2024-10-10 16:46:43.729780,2
S018,2024-10-11 16:46:43.729780,1
S018,2024-10-12 16:46:43.729780,5
S018,2024-10-13 16:46:43.729780,1
S018,2024-10-14 16:46:43.729780,2
S018,2024-10-15 16:46:43.729780,2
S018,2024-10-16 16:46:43.729780,1
S018,2024-10-17 16:46:43.729780,0
S019,2024-09-18 16:46:43.729780,0
S019,2024-09-19 16:46:43.729780,2
S019,2024-09-20 16:46:43.729780,2
S019,2024-09-21 16:46:43.729780,3
S019,2024-09-22 16:46:43.729780,3
S019,2024-09-23 16:46:43.729780,0
S019,2024-09-24 16:46:43.729780,3
S019,2024-09-25 16:46:43.729780,1
S019,2024-09-26 16:46:43.729780,1
S019,2024-09-27 16:46:43.729780,3
S019,2024-09-28 16:46:43.729780,0
S019,2024-09-29 16:46:43.729780,1
S019,2024-09-30 16:46:43.729780,2
S019,2024-10-01 16:46:43.729780,2
S019,2024-10-02 16:46:43.729780,1
S019,2024-10-03 16:46:43.729780,1
S019,2024-10-04 16:46:43.729780,0
S019,2024-10-05 16:46:43.729780,1
S019,2024-10-06 16:46:43.729780,2
S019,2024-10-07 16:46:43.729780,1
S019,2024-10-08 16:46:43.729780,4
S019,2024-10-09 16:46:43.729780,1
S019,2024-10-10 16:46:43.729780,3
S019,2024-10-11 16:46:43.729780,1
S019,2024-10-12 16:46:43.729780,3
S019,2024-10-13 16:46:43.729780,0
S019,2024-10-14 16:46:43.729780,1
S019,2024-10-15 16:46:43.729780,2
S019,2024-10-16 16:46:43.729780,1
S019,2024-10-17 16:46:43.729780,2
S020,2024-09-18 16:46:43.729780,2
S020,2024-09-19 16:46:43.729780,2
S020,2024-09-20 16:46:43.729780,4
S020,2024-09-21 16:46:43.729780,2
S020,2024-09-22 16:46:43.729780,3
S020,2024-09-23 16:46:43.729780,2
S020,2024-09-24 16:46:43.729780,1
S020,2024-09-25 16:46:43.729780,2
S020,2024-09-26 16:46:43.729780,4
S020,2024-09-27 16:46:43.729780,2
S020,2024-09-28 16:46:43.729780,0
S020,2024-09-29 16:46:43.729780,3
S020,2024-09-30 16:46:43.729780,0
S020,2024-10-01 16:46:43.729780,5
S020,2024-10-02 16:46:43.729780,2
S020,2024-10-03 16:46:43.729780,3
S020,2024-10-04 16:46:43.729780,2
S020,2024-10-05 16:46:43.729780,5
S020,2024-10-06 16:46:43.729780,2
S020,2024-10-07 16:46:43.729780,2
S020,2024-10-08 16:46:43.729780,1
S020,2024-10-09 16:46:43.729780,1
S020,2024-10-10 16:46:43.729780,6
S020,2024-10-11 16:46:43.729780,1
S020,2024-10-12 16:46:43.729780,2
S020,2024-10-13 16:46:43.729780,0
S020,2024-10-14 16:46:43.729780,4
S020,2024-10-15 16:46:43.729780,2
S020,2024-10-16 16:46:43.729780,3
S020,2024-10-17 16:46:43.729780,3
S021,2024-09-18 16:46:43.729780,3
S021,2024-09-19 16:46:43.729780,2
S021,2024-09-20 16:46:43.729780,1
S021,2024-09-21 16:46:43.729780,2
S021,2024-09-22 16:46:43.729780,3
S021,2024-09-23 16:46:43.729780,3
S021,2024-09-24 16:46:43.729780,3
S021,2024-09-25 16:46:43.729780,2
S021,2024-09-26 16:46:43.729780,3
S021,2024-09-27 16:46:43.729780,2
S021,2024-09-28 16:46:43.729780,0
S021,2024-09-29 16:46:43.729780,4
S021,2024-09-30 16:46:43.729780,3
S021,2024-10-01 16:46:43.729780,2
S021,2024-10-02 16:46:43.729780,3
S021,2024-10-03 16:46:43.729780,2
S021,2024-10-04 16:46:43.729780,1
S021,2024-10-05 16:46:43.729780,4
S021,2024-10-06 16:46:43.729780,3
S021,2024-10-07 16:46:43.729780,4
S021,2024-10-08 16:46:43.729780,1
S021,2024-10-09 16:46:43.729780,2
S021,2024-10-10 16:46:43.729780,1
S021,2024-10-11 16:46:43.729780,2
S021,2024-10-12 16:46:43.729780,1
S021,2024-10-13 16:46:43.729780,1
S021,2024-10-14 16:46:43.729780,5
S021,2024-10-15 16:46:43.729780,0
S021,2024-10-16 16:46:43.729780,2
S021,2024-10-17 16:46:43.729780,4
S022,2024-09-18 16:46:43.729780,2
S022,2024-09-19 16:46:43.729780,0
S022,2024-09-20 16:46:43.729780,5
S022,2024-09-21 16:46:43.729780,2
S022,2024-09-22 16:46:43.729780,4
S022,2024-09-23 16:46:43.729780,3
S022,2024-09-24 16:46:43.729780,1
S022,2024-09-25 16:46:43.729780,2
S022,2024-09-26 16:46:43.729780,5
S022,2024-09-27 16:46:43.729780,1
S022,2024-09-28 16:46:43.729780,1
S022,2024-09-29 16:46:43.729780,1
S022,2024-09-30 16:46:43.729780,3
S022,2024-10-01 16:46:43.729780,2
S022,2024-10-02 16:46:43.729780,1
S022,2024-10-03 16:46:43.729780,0
S022,2024-10-04 16:46:43.729780,1
S022,2024-10-05 16:46:43.729780,0
S022,2024-10-06 16:46:43.729780,3
S022,2024-10-07 16:46:43.729780,2
S022,2024-10-08 16:46:43.729780,0
S022,2024-10-09 16:46:43.729780,1
S022,2024-10-10 16:46:43.729780,3
S022,2024-10-11 16:46:43.729780,2
S022,2024-10-12 16:46:43.729780,1
S022,2024-10-13 16:46:43.729780,3
S022,2024-10-14 16:46:43.729780,4
S022,2024-10-15 16:46:43.729780,0
S022,2024-10-16 16:46:43.729780,1
S022,2024-10-17 16:46:43.729780,1
S023,2024-09-18 16:46:43.729780,2
S023,2024-09-19 16:46:43.729780,2
S023,2024-09-20 16:46:43.729780,0
S023,2024-09-21 16:46:43.729780,2
S023,2024-09-22 16:46:43.729780,0
